Source,Target,weight
Flailing_Dad,honest_truth4u,"@honest_truth4u @CCDHate The government have been doing a particularly bad job of trying to balance health and wealth.
Scientists have been critical of government decisions since day one, but I suspect your definition of credible supports your own conclusions on how it should have been handled."
irish_racer,bh8811,@bh8811 @CCDHate I thought you lot on the left were pro choice
irish_racer,CCDHate,@CCDHate @hatecarthieves Lads you won't be forcing me to take a vax you big bullies
KellyMartin_UK,CCDHate,"@CCDHate You need to re-phrase this ‘doctors with ethics’ met and also got the word out.

Pro—truthers discussed how to share information. Not to stop doctors and scientists, that’s propaganda and you know that.

ethical doctors are not anti vaccine just against a rushed unknown  vaccine"
fiski70,Dannymc5,@Dannymc5 @goodwithneedles @CWilson21883796 @CCDHate @BrandyZadrozny Antivax TCM practitioner ‘rejects bad science’ 😂 https://t.co/sXr7BUHBH0
fiski70,goodwithneedles,"@goodwithneedles @CWilson21883796 @CCDHate @BrandyZadrozny Do you have any studies showing the efficacy of Chinese traditional medicine with saline placebo controls, not funded by Chinese tradition medicine?"
fiski70,goodwithneedles,@goodwithneedles @CCDHate @BrandyZadrozny Oh that’s at least 3 squares on the antivax bingo card gone - yay! Do another tweet; I might win
ElegantProjects,CCDHate,@CCDHate @amyschumer Making false accusations about a virus is as bad as stealing jokes and claiming to be yours.
honest_truth4u,Flailing_Dad,@Flailing_Dad @CCDHate The entire scientific community do not agree with what the government advises or shares. Hence why credible scientists are speaking out.
GunnKit,benjimaan22,"@benjimaan22 @CCDHate Except the only misleading claims are th ones made by the anti vaccination clowns. I have read your tweet, and my comment stands."
Flailing_Dad,honest_truth4u,"@honest_truth4u @CCDHate So almost the entirety of the scientific community along with the governments of the world are in cahoots?
To what end?"
KentTiger61,AnalogJacob,"@AnalogJacob @SlayTheFilth @CCDHate I personally know someone who's son died in a car crash. Let's ban driving, Nazi."
KentTiger61,AnalogJacob,"@AnalogJacob @CCDHate Wrong, unsurprisingly. https://t.co/gx8h6nC0Kb"
AnalogJacob,CCDHate,@CCDHate Facts aren’t hate. YOU hate the truth. GFY
AnalogJacob,CCDHate,"@CCDHate Bull fucking shit! There has been a mass purge of accounts from Twitter, YouTube and Facebook that merely convey factual information, often from mainstream sources. Unfortunately, their information doesn’t serve the preferred narrative."
AnalogJacob,KentTiger61,"@KentTiger61 @SlayTheFilth @CCDHate I personally know someone whose daughter fell ill and died shortly after getting an HPV vaxx. That’s no “conspiracy theory”, commie."
AnalogJacob,SlayTheFilth,@SlayTheFilth @KentTiger61 @CCDHate 👆This
AnalogJacob,AnalogJacob,"@KentTiger61 @CCDHate *none
And GFY"
AnalogJacob,KentTiger61,"@KentTiger61 @CCDHate No e of the CV19 vaxxes were tested on elderly subjects, nor were any subjects with severe symptoms included, as no one was going to wait for 150 test subjects to develop severe symptoms. Hope your father is okay, but you shouldn’t be so smug."
diomyyunsa,CCDHate,@CCDHate Antivaxxers need jail time.
SDPHavant2019,xzlod,@xzlod @CCDHate The thread was initiated by an account called “countering digital hate”. The first sentence of their tweet to which I replied was “You can help counter lies about Covid vaccines”
Neil22281886,JeffCavanagh1,@JeffCavanagh1 @CCDHate Have it mate. I’ve had covid. Immune system worked pretty well and I’ve been with infectious people since and no repeat.
19matt58,CCDHate,"@CCDHate When I need someone to decide whether i need the vaccine or not, then i have become the sheep. Thank-you, anti-vaxxers, but I am not interested in your message."
promethesis,KentTiger61,"@KentTiger61 @chadster81 @CCDHate ""The absence of strong evidence that asymptomatic people are a driver of transmission is another good reason for pausing the roll out of mass testing in schools, universities, and communities."" 

https://t.co/FQULnV73Ne"
Joeblow51685277,CCDHate,"@CCDHate @BrandyZadrozny So the wack jobs who said Trump would never get the vaccine this quick, then saying they wouldn’t take it.... are now saying we have to get ppl to take it... F..ing Phoney POS"
CascadeTessa,goodwithneedles,@goodwithneedles @CCDHate @BrandyZadrozny Autism is caused by genetics.  Some is caused by third trimester exposure to particulates ie pollution. Cars cause autism.
sarah_welt,CCDHate,@CCDHate @amyschumer The term anti vaxer is ignorant hate speech. Do better. Anyone who stands for choice should be able to have a voice.
Riaan256,CCDHate,"@CCDHate Who are these people and who sponsors this psyops? You can do what you like, our eyes have opened. The truth can only be suppressed so long. It will come out. Already news of vaccine deaths are being withheld."
pakitaleone,CCDHate,"@CCDHate Nature overpowers man and money : : The virus exposes weaknesses (human greed) in capitalist driven private healthcare systems.  Anti-vaxxers r a symptom of profit driven system that excludes lots of folks who need care, education, &amp; intervention in a transition to less inequity."
LoveAllFairness,zsumms,@zsumms @CCDHate @anneapplebaum So are you having a big Christmas gathering this year?
sangria200,CCDHate,@CCDHate @harriszainul um ok they all old
xzlod,SDPHavant2019,"@SDPHavant2019 @CCDHate TBF, those words were not used in the thread."
airgweilo,benjimaan22,"@benjimaan22 @CCDHate No - nonsense.

And you know it."
pedwards_phil,GunnKit,@GunnKit @benjimaan22 @CCDHate Owned
pedwards_phil,CCDHate,@CCDHate Disgusting hit piece with sinister music to boot. You guys are scum of the earth.  I hope you get sued.
romanet_carol,CCDHate,@CCDHate @MelbieToast F8ckers
jhoffman1,jhoffman1,"@CCDHate Simple. Any1 refusing vaccine shd be denied air &amp; train travel + entrance to theatres, cinemas etc when they reopen + heir children shd be denied school entry. They shd be required 2 wear visible badge informing of their choice. To protect those of us waiting to be vaccinated."
SystematicSoul,SystematicSoul,"@GoreLimey @drjlburgess @benjimaan22 A more balanced and detailed examination of the previous statements made by Professor Ioannidis:
https://t.co/o8MjbHhqct"
KentTiger61,marmorkreb1,@marmorkreb1 @SlayTheFilth @CCDHate I dont believe you have any morals. You are a prime example of everything that is wrong in the world today.
marmorkreb1,KentTiger61,@KentTiger61 @SlayTheFilth @CCDHate I follow the societal safety norms I feel right for me. If I don’t believe it makes sense I won’t do it. I follow morals not law
marmorkreb1,KentTiger61,@KentTiger61 @SlayTheFilth @CCDHate I am not responsible for your health. You are. We all have choices in life. Choose the path you feel right. Nobody has the right to tell anyone else what they must do/wear or have injected into their bodies.
JohnSmi57909273,KentTiger61,@KentTiger61 @BredaMu42761952 @CCDHate Judy... please explain how Brexit messed up everyone's life.
honest_truth4u,Flailing_Dad,@Flailing_Dad @CCDHate It is meant to be based on isolation of the virus. The PCR tests are meant to detect said isolated virus.
KentTiger61,marmorkreb1,"@marmorkreb1 @SlayTheFilth @CCDHate Silly me. Of course you're one of these ""all rights no responsibilities"" people. You want all the benefits of a wealthy society without paying any of the price. It's called a social contract. I notice you still haven't answered my question about other societal safety norms."
ann_lannin,CCDHate,@CCDHate You all sound quite desperate at ccd tbh
ann_lannin,CCDHate,"@CCDHate One good reason why a healthy young person should take these vaccines? Kate Bingham of the government vaccine taskforce stated to give these vaccines to them could risk ,'freak health' I don't think she is classed as an anti vaxxer lol"
honest_truth4u,JeffCavanagh1,@JeffCavanagh1 You clearly know nothing about science! Good luck!
marmorkreb1,KentTiger61,"@KentTiger61 @SlayTheFilth @CCDHate Yes someone may become ill or die, however since when was I responsible for the rest of the worlds health?"
marmorkreb1,KentTiger61,"@KentTiger61 @SlayTheFilth @CCDHate 😂 for example say I’ve had it (asymptomatic) then pass it on, same thing, they pass it on, same thing and on and on. It’s passed through a large number of people all no symptoms. We are all immune and/or it’s not that dangerous. Good news"
Dannymc5,goodwithneedles,"@goodwithneedles @MarnaNightingal @CWilson21883796 @CCDHate @BrandyZadrozny So just forget about the several decades of research and the responsive bureaucracy plus the 10's of thousands of people in the trials. 
Forget about that and you might just begin to have a point (you haven't).
As for an educated discussion, get educated, then we can move forward"
KentTiger61,marmorkreb1,"@marmorkreb1 @SlayTheFilth @CCDHate No its bollocks, like the rest of your argument. How do you know that none of you have had aysymptomatic covid but passed it on to someone else who had become seriously ill, or died or just been unable to work for a few weeks and lost their job?"
marmorkreb1,KentTiger61,"@KentTiger61 @SlayTheFilth @CCDHate Not really no to be honest, if you want someone who I imagine you would think a trustworthy source just listen to klaus schwab and he will let you know what the future has in store"
ann_lannin,locka99,@locka99 @CCDHate No the government is prolonging the pandemic It is endemic it's not going anywhere basic Alevel biology Politicised
KentTiger61,marmorkreb1,"@marmorkreb1 @SlayTheFilth @CCDHate So you believe the entire world is in on a conspiracy to fake a pandemic just to make money for pharmaceutical companies and no-one has exposed this except for a few ""brave fringe scientists"". OK. Before I go would you like to buy some magic beans?"
marmorkreb1,KentTiger61,@KentTiger61 @SlayTheFilth @CCDHate And how do these people know that these patients have covid? Possibly flu like symptoms and a PCR test?
ann_lannin,bh8811,@bh8811 @CCDHate The economy will not recover until the government allows it
marmorkreb1,KentTiger61,@KentTiger61 @SlayTheFilth @CCDHate Defies the odds though don’t you think? Pretty amazing
ann_lannin,McDougclemson,@McDougclemson @CCDHate Very true people will believe a whole population needs to be vaccinated with a vaccine which may  only supresses severe symptoms
KentTiger61,marmorkreb1,@marmorkreb1 @SlayTheFilth @CCDHate I think to prove a theory you'd need more than just you and your friend as evidence. Not surprised you have no idea how scientific research works.
Perdesthai,jason91474725,@jason91474725 @CCDHate It's difficult for some people to admit they are scared of something so good on you.
marmorkreb1,KentTiger61,"@KentTiger61 @SlayTheFilth @CCDHate I’m not sure how you think the world works, but the money to be made in this world is infinitely more in the pharmaceutical industry than it is in the industry of tweeting from my home 🤣"
ann_lannin,CCDHate,@CCDHate Pandemrix care to comment?
KentTiger61,marmorkreb1,@marmorkreb1 @SlayTheFilth @CCDHate Because they were wrong. I'm going to believe my family and friends who include 2 doctors (one an ICU doctor whose treated covid patients) and a bio medical researcher who works in vaccine research. All people of integrity not nutters who've lost their tin hats.
marmorkreb1,KentTiger61,@KentTiger61 @SlayTheFilth @CCDHate Maybe if you won’t answer my 1st question you can answer this....why do mask wearers catch covid yet myself and those I know who don’t wear masks have managed to miraculously evade this deadly virus?
marmorkreb1,KentTiger61,"@KentTiger61 @SlayTheFilth @CCDHate Would you care to answer my question? The question you need to ask is, we’re they “discredited”because they were wrong or because they questioned the official narrative?"
KentTiger61,marmorkreb1,@marmorkreb1 @SlayTheFilth @CCDHate Keep tweeting conspiracy theories and discouraging people from taking life saving measures. I'm sure whichever bot factory you work for pays well. You'll need plenty of cash to wash the blood off your hands.
BrianGPowell,CathyCathyFox,"@CathyCathyFox French Cancer Surgeon: Statistics Show #HPV #Gardasil Vaccine Linked to Increased Cervical #Cancer

https://t.co/KiuPxr9lOM

#LearnTheRisk #InformedConsent"
BrianGPowell,CathyCathyFox,"@CathyCathyFox CENSORED #VACCINE FACTS

Check and decide is this safe enough for your baby

#LearnTheRisk #VaccineInjury #InformedConsent https://t.co/vIDOG0wngr"
BrianGPowell,CathyCathyFox,"@CathyCathyFox CENSORED #VACCINE FACTS

Check and decide is this safe enough for your baby

#LearnTheRisk #VaccineInjury #InformedConsent https://t.co/vIDOG0wngr"
BrianGPowell,CathyCathyFox,"@CathyCathyFox Vaccinating #Pregnant Women Didn't Reduce Risk for #Flu or #Pneumonia for Moms &amp; Babies

https://t.co/EMAUbgQGqm

#LearnTheRisk #vaccines #InformedConsent https://t.co/sqplegj1nQ"
dewald_coning,CathyCathyFox,@CathyCathyFox We need more WARRIORS. Period.
CathyCathyFox,Kellyk84471553,"@Kellyk84471553 ah ok good find, this account was lotusoak2 so maybe different account?"
Kellyk84471553,CathyCathyFox,"@CathyCathyFox This is what was posted. (But about a yr ago I saw her in a vid she posted &amp; she didn't look anything like this lady in the photo): 

Safe &amp; Effective Media @ safe_effective 

We've lost @ LotusOak2 on this side of the veil, guys. I'm heartbroken. https://t.co/D2jjqznbGl"
CathyCathyFox,Kellyk84471553,"@Kellyk84471553 a friend or relative knowing the password and wanting to carry on her work, i presumed and not waste a large following"
Kellyk84471553,CathyCathyFox,"@CathyCathyFox But how can some1 start-up her acct again? That's not possible is it? I might contact Robert F. Kennedy, Jnr., &amp; ask him about this - maybe he'll know for sure either way."
CathyCathyFox,Kellyk84471553,"@Kellyk84471553 Yes i think she did pass away, as i saw somethign and wrote to her when teh account started up again thanking whoever for startign up again, but got no reply Am sure it wasnt just CHD stuff."
LStarr13,CathyCathyFox,@CathyCathyFox I hope Lotus comes back with another account!
Kellyk84471553,CathyCathyFox,@CathyCathyFox So I don't know what 2 think.
Kellyk84471553,CathyCathyFox,"@CathyCathyFox It's been stated on Twatter that she actually passed away in June this yr, (but I suspect a mistake), that she had her acct setup 2 send automatic tweets (?) of Children's Health Defense (CHD) stuff. But I could've sworn I saw a tweet from her just a few days ago that wasn't CHD."
troothmonstah,CathyCathyFox,"@CathyCathyFox wow @twitter that was all fully sourced, scientific studies. time to leave this cesspit it seems."
TruthTeam101,stevendenoon,"@stevendenoon @CNBCtech If there's a whole lotta doctors and virologists who disagree with the doctors and virologists who say the Covid vaccine is safe, guarantee that those doctors and virologists, and anyone who is publishing what they say, will be banned from social media."
wisenaive,TheAtlantic,@TheAtlantic @sarahzhang How is it better? I don't want to be permanently disfigured for an illness almost everyone recovers from. #vaccineinjury https://t.co/1Y1Bje3ppx
wisenaive,TheAtlantic,@TheAtlantic @sarahzhang How is it better? I don't want to be permanently disfigured for an illness almost everyone recovers from. #vaccineinjury https://t.co/1Y1Bje3ppx
JayJay35207240,TheAtlantic,"@TheAtlantic @sarahzhang HOW TO EARN FREE BITCOIN 
 https://t.co/ORvu7sbDOe"
beautylabeldes4,TheAtlantic,"@TheAtlantic @sarahzhang Hi, please check out my gig if you need any kind of graphic design

https://t.co/Fy1Uc1kPNC"
JohnTrumpfam7,Audie_Murphy45,@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi I see a psychiatrist and I would tell you it is very offensive when you stand behind a dumb stereotype thinking only crazy people see psychiatrists. I see mine because I believed I had no worth in life and was very close to ending my life which is not just in my head.
JohnTrumpfam7,Audie_Murphy45,@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi My 11 months? I don't have control over the media as #Hydroxychloroquine was 100% effective and I have known its only older individuals passing away just like any other regular flu
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi You only love to hear the sound of your voice, chinavirus apologist.
At least, the 1938-generation took only 24h to figured out how they were being ridiculous, whereas you're 11 months and 19 days stuck at this pathetic chinavirus obsession.
The Martians are coming! https://t.co/lvYvXgN0xu"
JohnTrumpfam7,Audie_Murphy45,"@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi Okay, so continue dwelling on the past while I fight for @realDonaldTrump because I support him 100% and you are not helping anyone but your own ego by being stubborn and ignorant."
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi My issues are my issues and they're none of anyone's business.
I truly recommend to the fang-fang paranoics to seek psychiatric help.
If they don't want to do that, it's none of my business either."
JohnTrumpfam7,Audie_Murphy45,"@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi You have issues as you are living in the past which this is not 1938, it is 2020 and you can only control the present. I am explaining what is happening in the present moment and if you ignore it than feel free to just give up and live in hell for 4 years with @JoeBiden."
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi I don't need any explanation about the insufferable and pathetic fang-fang paranoia.
Keep it for yourself."
JohnTrumpfam7,Audie_Murphy45,@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi Huh? I am explaining to you that the china virus bandwagon crap was plotted clearly to force mail in ballots as it does not take a genius to figure that out. Obviously you cannot ignore it when it has only affected almost every American in this country.
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi @WHO @CDCgov I don't give a rat's arse about fang-fang-virus, who, cdc, vaxes, or stuff like that.
This 1938-Martians-like paranoia is not for me. 
Those who believe all this garbage need to seek psychiatric help asap. https://t.co/f6RIFb3PoM"
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi I'll never jump on this ""china virus"" bandwagon crap.
It's your narrative, not mine."
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi I don't care about what Marx' and Mohammed's worshipers ""think""."
JohnTrumpfam7,Audie_Murphy45,@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi I trust my gut more than I trust any science as we see how great the @WHO and @CDCgov have been to trying to find a vaccine for the china flu. @realDonaldTrump was called crazy and that was IMPOSSIBLE to get the vaccine in before the end of the year and what happened?
JohnTrumpfam7,Audie_Murphy45,@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi Yeah and they consider @realDonaldTrump as #Hitler which pisses me off. To compare him to #Hitler is so fucked up as #Hitler was killing his own people and he was on every drug you can think of that kept him going with meth and opiods.
JohnTrumpfam7,Audie_Murphy45,"@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi I know that as I am using it because it is just a different strain of the flu which there are a shitload of deaths from the common flu every year however, the #democrats and China decided to blow this one up for the reasons we both know why."
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi I'm talking about half a million immune-suppressed people who supposedly are at mercy of a ""man-made serial-killer virus"" that is exterminating people by the hundreds every day.
No Martians in 1938.
No ""chinavirus"" in 2020.
Everybody is free to prove me wrong with good science. https://t.co/iCGXSKd6eu"
Audie_Murphy45,JohnTrumpfam7,"@JohnTrumpfam7 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi Never existed a ""chinavirus"". Those thousands of homeless people prove that. So do the Walmartians, rioters, etc."
JohnTrumpfam7,JohnTrumpfam7,"@Audie_Murphy45 @KimonaQ @barmore27 @realDonaldTrump @JoeBiden @SpeakerPelosi Oh yeah, I forgot as they already were given the vaccine before the #ChinaVirus finally came out."
JohnTrumpfam7,Audie_Murphy45,"@Audie_Murphy45 @KimonaQ @barmore27 Wait wait, they keep talking about @realDonaldTrump and why he is not getting vaccinated when his body obviously has the antibodies so that he can't catch it again. However, why are they not telling @JoeBiden to get it as he is older than dirt as well as @SpeakerPelosi"
JohnCon36370580,Audie_Murphy45,@Audie_Murphy45 @PaulWestonEden @KimonaQ @barmore27 They aren’t needed to vote for Democrats anymore; Dominion replaced them.  Now they’re just an embarrassment to the Democrats
MRomaniec,KimonaQ,@KimonaQ @hppyjesusfreak So we can now openly discuss #vaccineinjury and no liability for pharma? 🤔
MRomaniec,KimonaQ,@KimonaQ @hppyjesusfreak So we can now openly discuss #vaccineinjury and no liability for pharma? 🤔
hudstone1964,KimonaQ,"@KimonaQ @LindaLiberty9 Yep they can definitely shove this vaccine in every democrat, politician,  antifa and blm members arms."
blueburryzz,KimonaQ,@KimonaQ I guess she works in the right sector!
_CatInTheHat__,KimonaQ,@KimonaQ @dyolltrah We the people are the vaccine trial.
Kinwotnub,netuserms,@netuserms @KimonaQ Thanks for the update
netuserms,Kinwotnub,"@Kinwotnub @KimonaQ Yes she’s fine! They say her fainting was not related to the vaccine, but to something else! I’m thinking having to answer stupid questions had something to do with it!"
Billy7004,KimonaQ,@KimonaQ Which vaccine?
clbwalker50,jenamh,"@jenamh @KimonaQ I know, right? Wonder what Einstein did that.🙄"
Angela81702575,AlexWow2020,@AlexWow2020 @KimonaQ No one has died from this vaccine
Kinwotnub,KimonaQ,@KimonaQ Does anyone know if this nurse is okay?
USAFreedom13,KimonaQ,"@KimonaQ You cannot bring a lawsuit against any of the #covid #vaccine makers, due to complications from taking the vaccine, including death. #BillGates made sure of this when he started this de-population program."
USAFreedom13,TrumpsRevenge,"@TrumpsRevenge @KimonaQ You cannot bring a lawsuit against any of the #covid #vaccine makers, due to complications from taking the vaccine, including death. #BillGates made sure of this when he started this de-population program."
USAFreedom13,KimonaQ,@KimonaQ They said CPR...EXTENSION CORD...
GirlHomosapien,KimonaQ,"@KimonaQ lets keep track of what happened after that.. is she ok, etc....."
TerryWe41205496,KimonaQ,@KimonaQ I think I’d rather take my chances with covid
bartender729,KimonaQ,@KimonaQ @robjh1 Very sad...I  wonder if she ate before taking the vaccine? Gosh why do people do this to their bodies?
cathywolf01,clbwalker50,@clbwalker50 @KimonaQ Sure
TexasTacDriver,KimonaQ,@KimonaQ Vasovagal Syncope.... It's completely normal to faint after ANY vaccine.... It's a temporary drop in blood pressure... It has nothing to do with the contents of the syringe... But I still ain't getting the shot... Lol.
tigerwoodstock,KimonaQ,@KimonaQ @cuban_manny Drugs that are RNA play with your DNA. I will only take a none RNA vaccine.
tigerwoodstock,KimonaQ,@KimonaQ @cuban_manny I will take a pass on this vaccine.
jenamh,clbwalker50,@clbwalker50 @KimonaQ Yet they chose her for a press conference?
AspyBrian,KimonaQ,@KimonaQ @THeinrich22 Is she now ok?
candicedibiano,KimonaQ,@KimonaQ @JodyBelcher7 Maybe she didn’t eat her breakfast
kareksen1,KimonaQ,@KimonaQ @JakeMc945 DO NOT TAKE THIS VACCINE
clbwalker50,KimonaQ,@KimonaQ She has a condition that causes her to faint whenever she feels pain. It was not a reaction to the vaccine itself. She went back to work. All good.
Audie_Murphy45,KimonaQ,"@KimonaQ @barmore27 I'd wonder why America's 500,000 maskless-HCQless-foodless Homeless people are not getting the ""miraculous covid vax"" first. 

https://t.co/qfg4JXTvBV https://t.co/Kvs7Fs3HyP"
cristina_lee_,KimonaQ,@KimonaQ @Sundncefn To faint is an expression of fear.
USAFreedom13,KimonaQ,"@KimonaQ #Pfizer #vaccine tests have shown to cause #sterilization in women.
#VaccineFraud
#NoVaccineForMe"
SunnySideRick1,KimonaQ,"@KimonaQ Welp, that's not helpful now is it! 😳"
AlexWow2020,KimonaQ,"@KimonaQ That dude just pulls up a chair and looks at her? Wtf?

If this is how they treat covid patients, then I'm not surprised at the death toll."
TrumpsRevenge,KimonaQ,"@KimonaQ covid vaccine guaranted immunity - from manufacturer liability:

https://t.co/AnexAUO94F"
TheHiddenJewell,PostOpinions,"@PostOpinions @asymmetricinfo #VaccineInjury kills and destroys lives.

If people want to take the vaccines let them. 

If people don't want an involuntary medical procedure they have the right to refuse. #MyBodyMyChoice"
TheHiddenJewell,PostOpinions,"@PostOpinions @asymmetricinfo #VaccineInjury kills and destroys lives.

If people want to take the vaccines let them. 

If people don't want an involuntary medical procedure they have the right to refuse. #MyBodyMyChoice"
AFS_Fertilizer,DrLimeback,"@DrLimeback @CDCgov EPA - Everyone Protecting Propaganda CDC - Careless Decision Control ADA - American Denial Association WHO - Without Helping Others 🤔💰🚰☠️It’s all about control, lobbyists, money, &amp; power. What good is money on a dead #planet? Do they have children? #H2O https://t.co/4hFY8dkRuk https://t.co/HKL5fY2Z28"
DDawgly,CCDHate,"@CCDHate @Dr_Ellie So, informing people about the FACTS regarding these dangerous, experimental COVID-19 vaccines, is now being labelled 'Digital Hate'.

https://t.co/wziXP65BXc"
KentTiger61,marmorkreb1,"@marmorkreb1 @SlayTheFilth @CCDHate I tell you what. You tell me why you think once we accept mask wearing we will never be able to take them off. Do you object to other safety measures that save lives? Seat belts, drink driving laws, air safety, construction safety? Why just pick on masks?https://t.co/Q2smLAjmdd"
mem_somerville,MarnaNightingal,"@MarnaNightingal @SterlingEricson @CCDHate I do ""harmful"" as a choice. And I know we aren't getting a disinfo option, so I'm submitting them for when they do the new efforts. 

https://t.co/IAmyhfoNJy"
AuroriaTwittori,CCDHate,"@CCDHate While the truth is that we don't even need a vaccine. 
You won't get covid-19 if you use #Ivermectin profylactically.
Pierre Kory senate hearing on ivermectin
https://t.co/yvNsviYntR

Dr. Pierre Kory interviewed by Dr. Sam Dubé
https://t.co/dr2ARgTnHs
https://t.co/vzPJmdJfEs"
drjlburgess,benjimaan22,"@benjimaan22 Glad to hear you're alright, Christmas has been made extra tough. I've been avoiding saying anything about the new variant until we know more, but there are good reasons to think it won't change anything re: the vaccine so I'm still hopeful: https://t.co/8IZsDNQvG8"
NURIAVILARRASA2,NeilFlochMD,RT @NeilFlochMD: The beginning of the end to a infamous year for our world starts with a #vaccine shot for each and everyone of us. Take yo…
NeilFlochMD,NeilFlochMD,RT @NeilFlochMD: The beginning of the end to a infamous year for our world starts with a #vaccine shot for each and everyone of us. Take yo…
master_deli,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
betobe14999808,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
mccp96,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
ParryPierce,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
jackispann,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
peggowens,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
Sharon15492474,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
MartiniDude,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
Royce_Montanna,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
joedadvet,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
GlendeBrice,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
sorin1988,GeoRebekah,"RT @GeoRebekah: Dear Georgia voters:

If one girl with a laptop can bring down the governor of Florida...

.... imagine what YOU can do for…"
jimmytheblur111,JosephJFlynn1,RT @JosephJFlynn1: Wise Counsel from RFK Jr #FightBack
AnitaThomp2020,DrLimeback,"RT @DrLimeback: Those against #fluoridation are called #antivax. 
I'm pro-safe-vaccine. 
But when some at @CDCgov own #vaccine patents, the…"
mcfunny,Rosewind2007,"RT @Rosewind2007: I may need to refer back to this tweet in coming days, I’d pin..but crocheted pangolins...

Just to be clear: 
There is n…"
Rosewind2007,Rosewind2007,"RT @Rosewind2007: I may need to refer back to this tweet in coming days, I’d pin..but crocheted pangolins...

Just to be clear: 
There is n…"
deralteGaukler,Rosewind2007,"RT @Rosewind2007: I may need to refer back to this tweet in coming days, I’d pin..but crocheted pangolins...

Just to be clear: 
There is n…"
LanceTurtle,Rosewind2007,"RT @Rosewind2007: I may need to refer back to this tweet in coming days, I’d pin..but crocheted pangolins...

Just to be clear: 
There is n…"
franglaise71,Rosewind2007,"RT @Rosewind2007: I may need to refer back to this tweet in coming days, I’d pin..but crocheted pangolins...

Just to be clear: 
There is n…"
BreezerGalway,Rosewind2007,"RT @Rosewind2007: I may need to refer back to this tweet in coming days, I’d pin..but crocheted pangolins...

Just to be clear: 
There is n…"
msbahari,khalidalbaih,RT @khalidalbaih: #khartoon - #Covid19 A new strain - #corona #vaccine #illustration #politicalmemes #politicalcartoon #antivax #plandemic2…
Sudan_Trending,khalidalbaih,RT @khalidalbaih: #khartoon - #Covid19 A new strain - #corona #vaccine #illustration #politicalmemes #politicalcartoon #antivax #plandemic2…
